-147,-0.05
-149,-0.0125
-151,-0.0125
-151,-0.0125
-129,-0.0125
-100,-0.025
-76.9,-0.0125
-44.2,-0.025
-12.4,0
21.7,-0.025
45,-0.0375
76.7,0
104,-0.05
121,-0.0125
132,-0.025
141,-0.0125
146,-0.0125
150,0
151,-0.0125
152,-0.025
147,-0.025
118,-0.025
93.4,-0.0375
68,0
34.8,-0.025
1.45,-0.0125
-27.9,-0.025
-53.4,-0.025
-84.9,-0.025
-109,-0.0375
-124,-0.05
-133,0
-142,-0.025
-146,0.0375
-148,0.0125
-151,-0.0125
-152,-0.0125
-140,-0.0125
-109,0.0375
-86.7,-0.0125
-57,-0.0125
-23.9,-0.025
10.5,-0.0125
35.6,-0.025
64.4,-0.025
94.8,0.0125
116,0.0125
128,0
136,-0.0125
145,-0.0125
149,0
150,0.0125
152,0.0125
150,0
129,0.0125
101,0.0375
78.8,0
46.9,-0.025
14.9,-0.025
-19.9,-0.0375
-42.6,0.0125
-73.5,-0.025
-101,-0.0125
-119,-0.0125
-131,0.0125
-139,-0.0125
-144,0.025
-147,-0.025
-150,-0.0375
-152,0
-148,0.0125
-120,0
-94.5,-0.025
-68.7,-0.025
-35.2,-0.075
-3.38,0.0125
27.4,-0.0375
52.7,-0.0125
84.3,-0.0125
109,0
123,0
133,-0.0125
143,0
147,0
150,0.025
151,-0.025
151,-0.0125
141,0
111,0
88.4,-0.0125
59.8,-0.0125
26.5,-0.05
-8.3,-0.0125
-33,0.025
-61.4,0.0125
-92.1,-0.0125
-114,-0.025
-127,-0.025
-135,-0.0125
-142,0
-146,0.0125
-149,-0.025
-151,-0.0125
-151,0.0125
-132,-0.0125
-102,-0.0125
-79.1,-0.0375
-47.6,-0.025
-16,-0.05
19.2,-0.0125
42,-0.0125
72.9,-0.0125
101,-0.025
118,0
130,-0.0125
139,-0.0125
146,0
149,0.0125
150,-0.0125
151,-0.0125
148,-0.025
123,0.0125
96.3,-0.05
71.5,0
38.2,0
5.73,0.0125
-25.5,0.0125
-49.9,-0.0125
-81.7,-0.0125
-107,-0.025
-122,-0.025
-132,-0.0125
-141,0
-145,-0.0375
-148,-0.0125
-151,0.0125
-151,-0.0125
-142,0
-112,0
-88.5,0
-60.5,-0.0125
-27.5,0.0125
7.18,0
32.6,-0.0375
60.8,0.0125
91.6,0
114,0.0375
127,-0.0125
137,0.025
145,-0.025
148,0.0125
150,0
151,0.025
151,-0.025
135,0.025
105,-0.0125
82.3,0
50.9,0
18.2,0.025
-17,0.0125
-39.6,0.025
-70.5,-0.0375
-98.8,-0.0375
-118,0.0125
-130,0
-138,0
-144,-0.05
-148,-0.025
-150,-0.0125
-152,0.025
-149,0.0125
-123,-0.0125
-96.2,0
-71.9,-0.025
-39.6,-0.0375
-7.65,0
25.2,-0.025
49.1,-0.0125
80.7,0.0375
105,-0.0125
122,-0.025
133,0.025
142,-0.025
147,-0.0125
149,0
151,0
152,0.0125
145,0.0125
115,0.075
91,-0.05
63.7,-0.025
29.8,-0.025
-4.33,0.0125
-30.9,-0.0125
-58.1,0.025
-89.1,0.05
-112,-0.025
-125,0
-134,0.025
-143,0
-146,0
-149,0.0375
-151,-0.0125
-150,0.025
-135,0.0125
-104,-0.05
-82.5,0.0125
-52.6,-0.0375
-19.4,0
15.9,-0.0375
39,0
68.7,-0.0125
97.8,-0.0125
118,-0.025
130,-0.025
139,0.0125
145,-0.0375
148,0
151,0.0125
152,0
151,-0.0125
127,0.025
98.8,0
75.2,0
42.5,-0.0125
9.9,0
-23.3,0
-46.9,0
-78.7,-0.0125
-104,-0.0375
-121,-0.0125
-132,-0.05
-141,0.0125
-146,0
-149,0.025
-151,-0.0375
-151,-0.05
-145,0.0125
-115,0.025
-91.3,-0.0125
-64.7,0.0125
-30.9,-0.0375
2.58,-0.0125
30.1,0
57.1,-0.0375
88.2,-0.0125
112,0
126,-0.0375
136,-0.0125
144,0.0125
147,0.025
149,0.0125
151,0
152,0
138,0.025
107,0.0125
85.2,0.025
55.3,0
21.7,0.025
-13.2,-0.0125
-37.1,0.0375
-66.5,0.0375
-96.1,-0.05
-116,-0.0125
-128,0.0625
-136,-0.025
-144,-0.0375
-148,0.0375
-149,-0.0125
-151,0.025
-149,-0.0125
-126,0.0125
-98.5,-0.025
-75.7,-0.0125
-43.5,0.025
-11.4,-0.025
22.6,-0.0375
45.9,0.025
77.3,-0.025
103,0.0125
121,-0.0125
132,0.0375
141,0
145,-0.0125
148,-0.0125
150,-0.0125
152,-0.025
147,-0.0125
118,0.0125
93.7,-0.025
67.2,-0.0125
33.3,0.0125
0,-0.025
-28.5,-0.0125
-54.8,0.0125
-86.1,0.0125
-111,0
-124,-0.0125
-132,0
-143,0.0125
-147,0
-149,-0.025
-151,0.0125
-150,-0.025
-138,0.0375
-107,-0.025
-85.7,-0.05
-56.2,-0.0125
-23.1,0
12.2,-0.0125
36.2,-0.0125
65.5,-0.025
95.3,-0.0125
116,-0.0375
129,-0.025
138,0
144,-0.0375
147,-0.025
150,0
152,-0.025
151,-0.025
130,-0.0125
101,0.0125
77.8,0.0125
45.4,-0.0125
13.1,0
-20.6,0
-43.6,0.025
-75.1,0
-102,0.0125
-119,0.0125
-130,-0.025
-141,0.025
-145,0
-149,0.025
-149,0
-151,-0.0125
-147,0.0125
-118,0
-93.8,0.0125
-68.2,0
-34.5,-0.0375
-1.45,0
27.8,0.0125
53.7,-0.025
85.2,-0.0125
110,0.025
125,-0.025
134,0.0125
143,0.025
146,0
150,0
152,0
152,0.025
141,-0.0375
110,0
87.7,0
58.4,0.0125
25.2,0
-9.48,0.0125
-34.2,0.0125
-63.3,-0.025
-93.3,0
-115,0.0125
-128,-0.0375
-136,-0.0125
-144,-0.025
-147,0
-150,-0.05
-150,-0.0125
-150,0
-131,0.025
-102,0.0125
-78.9,-0.0125
-47,-0.025
-14.7,0
20,-0.025
42.6,0
73.7,-0.0125
102,0.0375
120,0
131,0.0125
140,0
145,0.0125
149,-0.0375
151,0
152,-0.025
150,-0.025
122,0.025
95.3,-0.0125
70.3,0.025
37.1,0
4.2,0.025
-26.3,-0.0125
-51.3,0
-82.8,0.025
-108,-0.0375
-123,-0.0125
-132,0
-142,-0.0125
-146,0.05
-149,-0.0125
-150,-0.025
-150,0
-141,-0.05
-111,-0.0375
-88.4,0.0125
-60.2,0
-26.6,0.0125
8.2,0
33.1,0.0125
62,-0.0125
92.3,0.0125
114,0
128,0
136,0.025
143,0.0125
147,-0.0125
150,-0.0125
152,0.0375
152,-0.0125
134,-0.025
103,-0.0125
80.9,-0.0125
49.7,-0.025
17.3,-0.0125
-17.9,0.05
-40.7,-0.025
-71.8,0.0125
-99.8,0
-118,0.0375
-131,0
-140,-0.0125
-145,0.025
-148,0.0125
-150,0.0125
-151,-0.0125
-149,-0.0125
-123,0.0125
-95.9,-0.0125
-71.6,0.0125
-38.1,0.0125
-5.9,0.0125
25.7,0
50.1,-0.025
81.8,-0.0125
108,0.0125
123,0.025
133,-0.0375
143,-0.0125
147,0
150,-0.025
152,0.025
153,0.025
144,0.0125
113,-0.0375
89.9,-0.0125
62.8,-0.0125
29.3,-0.05
-5.73,0
-31.9,0
-59.6,0
-90.1,0
-113,-0.0375
-126,-0.0125
-135,-0.0375
-144,-0.0125
-147,-0.0125
-149,0.025
-151,-0.025
-151,-0.025
-134,0.0125
-104,0.025
-82.2,-0.0125
-50.8,0.0125
-18.2,0.025
16.8,0.025
39.7,-0.025
70.4,0
99.4,0.05
118,-0.025
130,0.025
138,-0.0125
145,0.0125
149,0.025
151,-0.0125
152,0.0125
150,-0.0125
125,0
97.2,0
74,0
41.2,0.0125
8.78,-0.0375
-24,-0.0125
-47.8,0.0125
-79.5,-0.025
-105,-0.0375
-122,0
-133,-0.0125
-142,0
-145,-0.0125
-148,-0.0375
-150,-0.025
-152,0
-145,-0.025
-115,0.025
-91.3,-0.0125
-63.8,-0.0375
-30.1,0.0125
3.98,0
31,-0.0125
58.5,-0.0125
89.4,-0.025
113,-0.025
126,-0.0125
134,0.025
144,0.0125
148,0.0125
150,0.0125
152,0.0375
151,-0.0125
136,0
106,0.0125
84.1,-0.0125
53.7,-0.05
20.6,0.0125
-14.4,0.0125
-37.7,0
-67.5,0.0125
-96.7,-0.0375
-117,-0.025
-129,0.0125
-138,0.025
-144,-0.0125
-146,-0.0125
-149,-0.0125
-151,-0.0125
-150,-0.0125
-127,0.0375
-98.8,0
-74.6,-0.0125
-41.6,0.0125
-9.85,0
23.1,-0.0125
47,0.0125
78.5,-0.0125
105,0.0125
121,0.025
131,-0.025
141,0
146,-0.0125
150,0.0125
151,-0.025
151,0
146,0
116,0
92.4,0
66.1,-0.0125
32.7,-0.0125
-1.05,0.0375
-28.8,0.0125
-55.4,0
-86.3,0.0125
-110,0
-124,-0.0125
-134,-0.025
-142,-0.025
-145,0
-148,-0.0125
-151,0.0125
-151,-0.025
-137,0.0125
-107,-0.025
-84.8,-0.0125
-54.4,-0.0125
-21.3,0
13,0.075
36.7,-0.0125
65.9,0.0125
95.9,-0.025
116,0
128,0
137,-0.0125
144,0
147,-0.0125
149,0.0125
151,0.025
149,0
128,0
100,-0.0125
77.1,0
45,-0.0375
12.8,0.025
-21.1,0.0125
-44,0
-75.5,0.025
-102,-0.0125
-120,-0.0375
-131,0
-139,-0.05
-144,0
-147,0.025
-150,0
-151,0.0125
-147,-0.0125
-118,0
-93.3,-0.0125
-66.6,0
-33.6,-0.0125
-0.725,-0.0125
28.4,0
54.5,0
85.9,0
109,-0.0625
124,0
134,-0.025
143,0
147,0.0125
150,0
151,-0.0375
151,0.0125
140,-0.0375
109,0.025
87.4,-0.025
58.2,0
24.8,-0.0125
-9.9,-0.0125
-34.7,0.0125
-63.5,0.0125
-94,0
-115,0.0125
-128,0
-136,0
-143,-0.0125
-147,0.025
-150,0
-151,-0.0125
-151,0.0125
-130,0.0375
-101,-0.0125
-78.1,0.025
-45.8,-0.0375
-14.3,0.025
20.6,0
43.8,0.0125
74.7,-0.025
102,-0.0375
120,-0.0125
132,0.025
141,0.0125
146,-0.0125
150,0
151,0
152,-0.025
149,0
121,0
95.3,-0.0375
69.9,-0.0125
36.2,-0.0125
3.68,0
-26.7,-0.0375
-52.2,-0.0125
-83.9,-0.025
-108,-0.0375
-124,-0.0125
-134,-0.0125
-142,0.0125
-146,-0.0125
-149,0
-151,0.025
-151,-0.0125
-141,-0.05
-110,-0.025
-87.5,0
-58.6,-0.0375
-25.6,-0.0375
9.08,-0.025
33.9,0
62.8,0
93,0
115,0
128,-0.0125
137,-0.0125
145,-0.025
148,-0.0125
150,0.0125
152,-0.0125
151,0.025
133,-0.0125
103,0
80.7,0.0625
49.3,0.0125
16.5,0
-18.3,-0.0125
-41.6,-0.0375
-72.1,-0.0125
-100,-0.025
-119,0
-131,-0.025
-139,0.0125
-144,-0.025
-148,-0.0125
-150,-0.0125
-151,-0.0125
-148,0
-121,-0.0375
-95,0.025
-70.3,-0.0125
-37.3,0
-5.1,0.0125
26.2,-0.0125
51.5,-0.0125
82.5,-0.0375
107,-0.025
123,0.0125
134,-0.0125
143,-0.0125
146,0.025
149,-0.0125
150,-0.0375
152,0.025
144,0
112,-0.025
90,-0.0125
61.7,-0.0125
27.9,-0.0125
-6.43,-0.0125
-31.9,0.05
-60,-0.0125
-91.3,-0.05
-114,-0.0125
-126,-0.0125
-134,-0.0125
-143,0.025
-147,0
-150,0
-151,-0.025
-151,-0.025
-132,-0.0375
-103,-0.0375
-81.1,0
-50,-0.0125
-17.6,-0.025
17.6,-0.0375
40.7,0.025
71.1,-0.0125
99.2,0
118,0.0125
131,-0.0125
139,-0.0125
145,-0.0125
148,0.0125
150,0
152,-0.0125
150,-0.0125
124,0.0125
98,0.0125
73.5,-0.025
40.1,0.0125
7.98,0
-24.7,-0.025
-48.9,-0.025
-80.7,0
-106,-0.0375
-122,0
-132,-0.0125
-141,0.0125
-146,-0.05
-149,0
-151,0.0375
-151,-0.0125
-143,-0.0375
-112,0
-89.9,-0.0125
-62.6,-0.025
-29.1,-0.025
5.1,0.0125
31.6,-0.025
58.9,0.0125
89.6,0.0125
113,-0.025
127,-0.0125
135,-0.0125
144,-0.0125
146,0.025
149,0.0125
151,-0.025
152,-0.0125
136,-0.0125
106,-0.025
83.9,-0.0125
52.6,-0.025
19.6,-0.025
-15.2,-0.025
-38.5,0
-68.5,-0.025
-98.1,-0.0375
-117,-0.0125
-129,-0.0125
-137,0.025
-144,0.0125
-148,0
-150,0.0125
-151,0
-149,-0.025
-124,-0.0125
-97.6,-0.0375
-74.1,-0.0125
-41.3,-0.025
-9.18,0
23.9,0
47.4,-0.025
79.3,0
105,-0.0125
122,0.0125
133,0.0125
142,-0.0125
146,0.0375
149,0.025
151,0
153,0.025
146,-0.0125
116,-0.0125
92.5,0.025
64.8,-0.0125
31.3,-0.0375
-2.23,-0.0375
-29.6,-0.025
-56.5,-0.025
-88,0.0125
-111,0.0125
-125,-0.025
-134,0.0125
-143,0.0125
-148,-0.0375
-149,-0.05
-151,-0.025
-151,-0.0375
-136,-0.05
-106,0.0125
-84.5,0
-53.7,0
-20.8,-0.025
14.1,0.0125
37.8,-0.025
66.9,-0.0125
97,-0.025
117,0.025
130,0.0125
138,0.0125
145,0
148,-0.025
151,-0.025
153,-0.0125
151,0.025
128,0.0125
100,0.025
76.4,0.0125
43.8,0
12,-0.0125
-21.9,0
-45.5,0
-77,-0.0625
-103,0.025
-120,0
-132,0
-141,-0.0125
-146,-0.0125
-149,-0.0125
-150,-0.0125
-151,-0.0125
-146,0.0375
-117,-0.05
-93,-0.0125
-66.5,0.025
-33,0
0.25,-0.0625
28.8,-0.025
55.4,-0.0125
86.8,-0.05
111,0
125,-0.0125
134,0
143,0
147,0
151,-0.05
152,-0.0375
153,0.0125
139,0.025
109,-0.025
86.7,-0.0125
56.7,0.0125
23.6,-0.0125
-11.3,0.0125
-35.7,-0.025
-64.6,-0.025
-94.9,-0.025
-116,-0.025
-128,0
-137,-0.0125
-145,-0.025
-148,-0.0125
-149,-0.025
-151,0.0125
-150,-0.0125
-129,-0.025
-100,-0.0125
-77.4,0
-44.8,0.0125
-12.9,-0.0375
21.2,0
44.4,0.025
75.9,-0.0375
103,-0.0125
121,-0.025
131,-0.0375
140,-0.0125
146,0.0125
149,-0.0375
151,-0.025
153,-0.0375
148,-0.025
120,-0.0125
94.2,0
68.5,-0.0125
35.5,-0.0125
2.5,0
-27.3,0
-52.9,0.0125
-84.4,-0.0125
-108,-0.0375
-123,0.0125
-133,-0.0125
-143,0
-146,0
-148,0
-150,-0.0375
-151,-0.0375
-141,-0.0125
-110,-0.0375
-87.4,-0.0125
-58.1,-0.0125
-25.2,-0.0125
9.63,-0.05
34.9,-0.0375
63.3,-0.0375
94.4,-0.0375
116,-0.025
127,-0.0125
136,0.0125
144,-0.0375
148,-0.025
151,0.0125
152,0
151,-0.0375
131,-0.0125
101,-0.0125
79.8,-0.0125
47.9,-0.025
15.6,-0.0125
-19,0
-42.4,-0.0375
-73.2,0
-100,-0.025
-119,-0.025
-131,0
-140,0
-145,-0.025
-148,-0.025
-149,-0.05
-151,0
-149,-0.05
-121,0.0125
-95.5,-0.0125
-70,-0.025
-36.5,-0.025
-4.05,-0.0125
26.8,0
52,-0.025
83.9,-0.0125
109,-0.05
123,0.0375
132,0
142,-0.0125
147,-0.0375
149,0
151,-0.025
152,-0.0375
141,-0.0125
111,-0.025
88.7,0
60.7,0.025
27.8,0
-7.4,0
-33,-0.0375
-60.9,-0.025
-91.3,-0.025
-114,-0.0125
-127,-0.0375
-136,-0.05
-143,0.025
-146,-0.025
-148,-0.0125
-151,-0.0375
-151,0
-133,-0.0125
-103,-0.0125
-80.9,-0.0125
-48.8,0
-16.3,-0.05
18.2,-0.025
41.1,-0.05
72.3,-0.0375
101,0.025
118,0.0125
129,0
139,0.0125
146,0.0375
149,-0.0125
151,-0.025
152,-0.025
149,0
123,-0.0375
96.9,0
72.8,-0.025
39.3,-0.0375
6.7,-0.025
-25.1,-0.0375
-48.7,-0.0375
-80.9,0
-106,-0.0375
-122,0
-133,-0.0375
-142,-0.025
-145,0.0125
-148,-0.025
-151,-0.025
-152,-0.0125
-144,-0.025
-113,-0.0375
-90.2,-0.0375
-61.5,-0.025
-28.3,-0.0375
5.9,-0.0125
32.4,-0.0125
59.7,-0.0375
90.8,-0.0125
114,0.0125
126,-0.0375
135,-0.0125
144,-0.0375
149,-0.0125
150,0.0125
152,-0.0125
151,0
134,-0.025
105,-0.0625
83.2,0
52,-0.025
18.9,-0.0625
-15.7,-0.05
-38.8,-0.0375
-69.5,-0.0125
-98.2,-0.05
-118,-0.0375
-130,0
-139,-0.025
-145,-0.0375
-148,-0.0375
-151,0.0125
-152,-0.0375
-150,0.0125
-125,-0.0125
-97.6,-0.05
-73,0
-40.3,-0.0125
-7.93,-0.0125
24.3,0
48.5,-0.0375
80.5,-0.025
107,-0.0125
122,-0.0375
133,0.0125
143,0.0125
147,0
150,0
152,0
152,-0.0125
145,0.0125
115,-0.0125
91.8,-0.0125
64.5,-0.0125
30.6,0.025
-3.45,-0.025
-30.2,-0.025
-57.2,-0.0125
-88.7,-0.0375
-112,0.025
-125,-0.0125
-135,0
-143,-0.0375
-146,-0.0375
-150,0
-152,-0.0375
-152,0
-136,-0.05
-106,-0.0375
-83.6,-0.0125
-52.5,-0.05
-19.9,0.0375
15.1,-0.0375
38.2,-0.0125
68.5,0.0125
97.5,-0.025
117,-0.075
130,-0.0375
139,0
145,-0.025
149,-0.075
151,-0.0375
152,-0.025
150,-0.05
127,-0.0125
99.5,-0.0375
76,0
43,-0.0125
10.6,-0.05
-22.4,-0.025
-45.8,-0.05
-77.5,0.0125
-103,-0.0625
-121,-0.0375
-132,-0.0125
-140,-0.025
-145,-0.0125
-148,-0.0125
-150,-0.025
-152,0
-145,-0.05
-116,0
-91.7,-0.025
-64.9,-0.0375
-32.1,0.0125
1.45,0.025
29.5,0
56.5,-0.025
87.5,-0.05
111,-0.025
125,-0.0125
134,0
144,-0.05
147,-0.025
149,-0.025
150,0
151,0
138,-0.0375
108,0
86.2,-0.05
55.9,-0.0125
22.6,-0.0125
-12.4,0.0375
-35.9,-0.0375
-65.6,0
-95.2,0
-116,-0.05
-128,0
-136,-0.0375
-143,-0.025
-148,-0.0375
-150,0
-151,-0.0125
-150,0
-128,-0.0375
-99,-0.0125
-76.2,-0.025
-44.5,-0.0125
-12.2,-0.0375
22.1,0
45.4,-0.025
76.3,-0.05
103,-0.0375
120,-0.025
132,-0.0125
141,0.025
145,0
148,-0.0125
150,-0.025
152,-0.025
148,-0.0125
119,-0.05
94.4,-0.025
68.1,0.0125
34.8,-0.0125
1.48,-0.025
-27.5,-0.025
-53.9,-0.025
-85.6,-0.0125
-110,-0.025
-124,-0.0125
-133,-0.0125
-142,-0.0625
-147,-0.025
-149,-0.025
-151,-0.075
-150,-0.025
-139,-0.025
-108,-0.075
-86.2,-0.0125
-56.8,0.0125
-23.5,-0.0375
11.1,-0.0125
35.5,-0.025
64,-0.025
94.3,-0.025
116,-0.025
128,-0.05
137,-0.0125
144,0
147,-0.0375
149,0.025
152,-0.025
151,-0.0375
131,-0.025
102,-0.0125
79,-0.0375
46.3,-0.025
14.3,-0.0625
-19.9,-0.025
-42.7,-0.0125
-73.9,-0.0125
-102,-0.025
-119,-0.0375
-130,-0.025
-139,-0.025
-145,-0.025
-149,0.05
-150,0
-151,-0.0625
-147,0.0125
-119,-0.0375
-94.1,-0.05
-68.8,-0.025
-35.8,-0.0125
-2.88,-0.0125
27.3,-0.0375
52.9,0
84.3,-0.025
109,-0.0375
124,-0.0375
135,0.0125
142,-0.0625
146,-0.0375
149,0.0125
152,-0.025
152,-0.0375
142,-0.05
111,-0.0375
89,-0.0125
59.1,-0.0125
25.6,-0.025
-8.38,-0.025
-33.4,-0.05
-61.7,-0.025
-92.6,0.0125
-114,0
-127,-0.0125
-136,0
-144,-0.0625
-147,-0.0375
-149,0.025
-151,0.025
-150,0
-131,-0.05
-102,-0.025
-79.9,0.0125
-47.9,-0.0125
-15.7,-0.05
19.2,-0.025
42.1,-0.0125
72.7,-0.05
101,-0.0125
120,-0.0375
131,-0.025
140,-0.025
145,0
148,-0.0125
151,0.025
153,-0.05
150,-0.0375
123,-0.025
96.3,-0.05
70.8,-0.0375
38,-0.025
